 Chosen one!, ¡Elegida!
I was BORN a Citizen. Interested in becoming a Citizen? Find a council member.,Yo NACÍ Ciudadano. ¿Interesado en convertirte en Ciudadana? Encuentra a un miembro del Consejo.
I was BORN ready.,NACÍ preparada.
"I was afraid you might not come back. It sure is nice to see you again, Boss.","Tenía miedo de que no fueras a volver. Me alegro de volver a verte, Jefa."
I was born ready. Where do I sign up?,Nací preparada. ¿Dónde firmo?
"I was not aware I had made it a request, child. Kill him!","No era consciente de que hubiera hecho una petición, hija. ¡Matadlo!"
"I will wait here for your return, master.","Esperaré a tu regreso, ama."
"I won't let you down, Boss!","¡No te decepcionaré, Jefa!"
I work in the List Office. Most of us do. We here at Vault City *love* making lists.,Trabajo en la Oficina de Listas. La mayoría de nosotros lo hace. Aquí en Ciudad Refugio *adoramos* hacer listas.
"I would love to, Boss. It's just that you don't look like you have any more room. I'll just head over to Mom's. I haven't been there in a while. Just come get me if you find some room for me.","Me encantaría, Jefa. Pero parece que no tienes espacio para nadie más en el grupo. Me quedaré en el local de Mamá. No he estado allí desde hace un tiempo. Ven a verme si encuentras sitio para mí."
"I'd be honored if you would. Thanks, guys.","Estaría honrada si lo hicierais. Gracias, muchachos."
"I'd like to be ""captured"" by some ravishing she-mutant, then be forced to take a dip in her mutating ""vat.""","Me gustaría ser ""capturada"" por una deslumbrante mutante, y forzada a sumergirme profundamente en su ""depósito"" mutante."
I'd like to be more charismatic.,Quiero ser más carismática.
"I'd love to help -- if I weren't quite so busy. I'm sure Torr will be alright on his own.
 Goodbye.",Me encantaría ayudar... si no estuviera tan ocupada. Seguro que Torr estará bien. Adiós.
I'd rather look like this than look like you and have to be you. You are a bonehead. Get the hell outta here. ,Prefiero tener esta pinta que tener la tuya y parecerme a ti. Eres una idiota. Sal de aquí de una puta vez. 
I'd still like to become a Citizen anyway.,"De todos modos, me gustaría convertirme en Ciudadana."
I'll be careful. Thanks.,Seré cuidadosa. Gracias.
"I'll be quiet. Lead on, MacDuff.","Estaré tranquila. Vamos, MacDuff."
I'll bet the celebrities will talk to you if you're nice and cool.,Apuesto a que las celebridades hablarán contigo si eres agradable y buena chica.
I'll bet you're nicer than you look.,Seguro que eres más maja de lo que pareces.
"I'll help you if I can, Boss.","Te ayudaré si está en mi mano, Jefa."
"I'll just stay back a little then, Boss.","Entonces me quedaré sólo un poco por detrás tuyo, Jefa."
"I'll show you dumb. Talking to me like that is dumb. I'm the Chosen One, you know.","Yo te enseñaré quién es aquí el imbécil. Tu sí que hablas como uno, gilipollas. Soy la Elegida, ¿sabes?"
I'll skin you alive!,¡Te despellejaré viva!
"I'm Big Nose Sally Dunton. Do you like my dress? I'm Buck Dunton, you stupid tribal.","Soy Sally 'Narizotas' Dunton. ¿Te gusta mi vestido? Soy Buck Dunton, estúpida tribal."
"I'm Big Nose Sally Dunton. Do you like my dress? I'm Chuck Dunton, you stupid tribal.","Soy Sally 'Narizotas' Dunton. ¿Te gusta mi vestido? Soy Chuck Dunton, estúpida tribal."
"I'm Bishop's lieutenant, ","Soy la lugarteniente de Bishop, "
"I'm Doc Jubilee. What's wrong, young man?","Soy el doctor Jubilee. ¿Qué ocurre, jovencita?"
I'm NOT an Outworlder. I'm a Citizen.,NO soy una errante. Soy una Ciudadana.
I'm a little busy.,Estoy un poco ocupada.
I'm a little light on cash...,Ando un poco corta de efectivo...
I'm a new recruit. I was told you'd be expecting me.,Soy una nueva recluta. Me dijeron que me estarían esperando.
"I'm a traveler, looking for Vault 13. Have you heard of it?","Soy una viajera, en busca del Refugio 13. ¿Has oído hablar de él?"
I'm a traveler...do you know where I could find something called the 'Garden of Eden Creation Kit?',"Soy una viajera… ¿sabes dónde puedo encontrar algo llamado ""Kit de creación del Jardín del Edén""?"
"I'm actually getting better! Told you I wouldn't let you down, Boss.","¡Estoy mejorando! Te dije que no te decepcionaría, Jefa."
"I'm an explorer; I want to explore everyplace I can. Besides, maybe there's a GECK forgotten
 on a back shelf in there.","Soy una exploradora; quiero explorar todos los sitios que pueda. Además, quizás haya un GECK abandonado en alguna estantería."
"I'm bad, but you're the baddest.","Yo soy malo, pero tú eres la peor."
I'm beginning to think you're a thief!,¡Estoy empezando a pensar que eres una ladróna!
"I'm convinced, alright. Convinced that I've got to get out of this nuthouse.","Estoy convencida, sí. Convencida de que debo salir de este manicomio."
I'm crippled.,Estoy tullida.
"I'm feeling a bit funny, Boss.","Me siento un poco raro, Jefa."
"I'm getting pretty good at this. See, Boss. All good things get better with time.","Me estoy volviendo bastante bueno en esto, Jefa. Todas las cosas buenas mejoran con el tiempo."
"I'm getting to that - wow, the colors, man! Merk he sometimes wants stuff from cars I watch. But I fool him!","Estoy llegando a eso... ¡caramba, esos colores, amiga! Merk a veces quiere cosas de los coches que vigilo. ¡Pero le engañé!"
I'm gonna beat you until you're ugly.,Te golpearé hasta volverte fea.
I'm good at getting to where I need to go without being seen or heard.,Soy buena colándome donde necesito ir sin ser visto ni oído.
"I'm good at unarmed combat, up close and personal.","Soy buena en el combate sin armas, en el cuerpo a cuerpo."
I'm good to go whenever you are.,Estoy listo cuando tú estés lista.
I'm good with a gun. One of the best.,Soy buena con un arma. Una de los mejores.
I'm happy for the two of you. Let me ask you something else.,Me alegra por ambos. Déjame hacerte otra pregunta.
I'm hurt and need healing.,Estoy herida y necesito curación.
I'm hurt.,Estoy herida.
I'm hurt. Can you heal me?,Estoy herida. ¿Puedes curarme?
I'm impressed.,Estoy impresionada.
I'm interested in getting a room.,Estoy interesada en conseguir una habitación.
I'm interested in potentially joining your group.,"Estoy interesada en unirme, quizá, a vuestro grupo."
I'm interested.,Estoy interesada.
I'm just a traveler passing through.,Sólo soy una viajera que está de paso.
I'm looking for a green-eyed girl... goodbye!,Estoy buscando a una muchacha de ojos verdes y... ¡ADIÓS!
I'm looking for the main computer. Can you tell me where it is?,Busco la computadora principal. ¿Puedes decirme donde está?
I'm more interested in something else at the moment.,Estoy más interesada en otros asuntos.
I'm new here. What can you tell about this town?,Soy nueva aquí. ¿Qué puedes contarme sobre este pueblo?
I'm new to NCR. What can you tell me about your town?,Soy nueva en RNC. ¿Qué puedes contarme sobre vuestra ciudad?
"I'm no tech, but I can give it a try.","No soy una técnico, pero puedo intentarlo."
I'm not a guard; I'm one of the new researchers. Do you have an assignment for me?,No soy un guardia; soy una de los nuevos investigadores. ¿Tienes una tarea para mí?
I'm not as sure as you are. Goodbye.,No estoy tan segura como tú. Adiós.
I'm not certain... yet. Good day.,No estoy segura... todavía. Que te vaya bien.
I'm not getting out of this am I?,"¿No voy a salir viva de esto, no?"
I'm not going to help a childkiller. Goodbye.,No voy a ayudar a una asesina de niños. Adiós.
"I'm not in trouble am I, Boss?","No me he metido en problemas, ¿verdad, Jefa?"
I'm not into violence.,Yo no soy violenta.
"I'm not lying, stupid! A bunch of us are going over there tonight. ","¡No miento, estúpida! Varios de nosotros vamos a ir allí esta noche. "
"I'm not lying, stupid! A bunch of us are going over there when it gets REALLY dark. ","¡No miento, estúpida! Varios de nosotros vamos a ir allí cuando oscurezca MUCHO. "
"I'm not sure what you mean, but I don't have time to find out right now. Goodbye.","No estoy segura de lo que quieres decir, pero no tengo tiempo para averiguarlo ahora mismo. Adiós."
"I'm not the one for this job, Mr. Wright. Find somebody else.","No soy la única para este trabajo, señor Wright. Encuentra a algún otro."
I'm not worthy. I'll take my leave now.,No soy digna. Me voy de aquí.
I'm one of Bishop's lieutenants. I'm here for his car.,Soy una de los lugartenientes de Bishop. Estoy aquí por el coche.
I'm one of the new personnel assigned here.,Soy nueva y me han asignado aquí.
I'm one of your dad's guards.,Soy una de los guardias de tu papá.
I'm poisoned. I need an antidote.,Estoy envenenada. Necesito un antídoto.
I'm ready to get this thing going.,Estoy lista para usar esta cosa ahora.
I'm ready to go right now. Let's do it.,Ya estoy lista para acompañaros. Vamos.
"I'm ready to go, Boss.","Listo para irnos, Jefa."
I'm ready to place my bet.,Estoy lista para hacer mi apuesta.
I'm ready to teach that idiot herdboy a lesson.,Estoy lista para enseñarle una lección a ese estúpido.
I'm ready.,Estoy preparada.
I'm ready. Let's get down to business.,Estoy lista. Pongámonos manos a la obra.
"I'm really hungry, so let's see what else you have.","Estoy hambrienta de verdad, así que veamos qué más tienes."
I'm reeeeeeady to rumble.,Liiiiista para pelear.
"I'm right behind ya, Boss.","Justo tras de ti, Jefa."
"I'm saving a flat-headed nail for you, guv.","Tengo reservado un clavo de ataúd para ti, chavalita."
I'm so hungry I can probably double that score. Bring it on.,Estoy tan hambrienta que podría doblar esa puntuación. Tráelo.
"I'm sorry, Citizen, but no one's permitted in the Corrections Center after dark. Come back in the morning.","Lo siento, Ciudadana, pero no se permite la entrada en el Centro Correccional por la noche. Vuelve por la mañana."
"I'm sorry, Citizen. I will try and work harder.","Lo siento, Ciudadana. Intentaré trabajar más duro."
"I'm sorry, Citizen. I will try to be more attentive.","Lo siento, Ciudadana. Intentaré prestar más atención."
"I'm sorry, Goris. I'm a bit jumpy today. I wanted to ask you a few questions, if you don't mind.","Lo siento, Goris. Estoy un poco nerviosa hoy. Quería hacerte algunas preguntas, si no te importa."
"I'm sorry, Mrs. Bishop, but I'm married.","Lo siento, señora Bishop, pero estoy casada."
"I'm sorry, ya must be new to the army. Don't take offense to what I said, that's just what we call stuff here.
 Shit on a shingle's chipped beef on toast. Snow and fly shit's another name for salt and pepper.","Lo siento, debes ser nueva en el ejército. No te ofendas, sólo es la forma en la que lo llamamos aquí. La 'mierda sobre tablilla' es ternera ahumada con pan tostado. La nieve y la mierda de mosca son sal y pimienta."
I'm still hungry.,Sigo hambrienta.
I'm sure a... Servant appropriator... such as yourself has a much more thorough knowledge of that place than I.,Estoy seguro de que una... expoliadora de siervos... como tú tiene un conocimiento mucho más amplio que yo sobre ese lugar.
I'm sure it was something. He doesn't like you much. Pleasure doing business with you.,Estoy segura de que algo has hecho. A él no le gustas mucho. Un placer hacer negocios contigo.
I'm sure it's the right part. I have great confidence in your abilities.,Estoy segura de que es la pieza adecuada. Tengo mucha confianza en tu capacidad.
"I'm sure that the work you do here amongst the ghouls has value and meaning. It was good to
 hear of my ancestor. Let me ask you something.",Estoy segura de que el trabajo que haces aquí para los necrófagos tiene valor y significado. Ha estado bien oír hablar de mi antepasado; déjame preguntarte algo.
"I'm sure you are. Uh, I better be going now. Goodbye.","Estoy segura de que lo eres. Eh, será mejor que me marche ya. Adiós."
I'm sure.,Estoy segura.
"I'm surprised ya don't know, ya must be a local, I guess. Anyway, main base's in the middle of the goddamned
 ocean. Well, not smack ass in the middle, but it might as well be. Only way to get there is by ship or vertibird
 and the damn ship's been tinkered with. Ya need a fob to operate the damn thing.","Me sorprende que no lo sepas, debes de ser una local, supongo. De todas formas, la base principal está en mitad del maldito océano. Bueno, no justo en el medio, pero podría estarlo. La única manera de llegar allí es con barco o un vertibird, y el maldito barco está a medio arreglar. Y necesitas un FOB para operar ese maldito cacharro."
"I'm that good already, huh? Well, tell me about something else then.","Ya soy tan buena, ¿eh? Bien, entonces hablemos de otra cosa."
I'm the Chosen One and you'll learn to remember that.,Soy la Elegida y aprenderás a recordarlo.
I'm the Chosen One of my village. I am a descendant of the Vault Dweller.,Soy la Elegida de mi poblado. Soy una descendiente del Morador del Refugio.
